shi_cd,date,daily_total_mm
2,2016-09-18,2.2000
2,2016-09-17,0.0000
2,2016-09-16,0.0000
2,2016-09-15,0.0000
2,2016-09-14,0.0000
2,2016-09-13,0.0000
2,2016-09-12,0.0000
2,2016-09-11,0.0000
2,2016-09-10,0.0000
2,2016-10-03,5.0000
2,2016-10-02,0.0000
2,2016-10-01,0.2000
2,2016-09-30,1.6000
2,2016-09-29,0.6000
2,2016-09-28,0.0000
2,2016-09-27,0.0000
2,2016-09-26,1.6000
2,2016-09-25,9.6000
2,2016-09-24,1.4000
2,2016-11-03,7.6000
2,2016-11-02,0.0000
2,2016-11-01,0.0000
2,2016-10-31,0.0000
2,2016-10-30,0.0000
2,2016-10-29,1.4000
2,2016-10-28,0.8000
2,2016-10-27,2.6000
2,2016-10-26,0.0000
2,2016-10-25,0.0000
2,2016-11-04,31.6000
2,2016-11-12,0.6000
2,2016-11-11,1.4000
2,2016-11-10,3.8000
2,2016-11-09,0.0000
2,2016-11-08,1.0000
2,2016-11-07,0.2000
2,2016-11-06,0.4000
2,2016-11-05,10.4000
2,2016-11-13,14.8000
2,2016-12-02,0.0000
2,2016-12-01,0.0000
2,2016-11-30,5.8000
2,2016-11-29,0.0000
2,2016-11-28,0.0000
2,2016-11-27,0.0000
2,2016-11-26,0.0000
2,2016-11-25,0.0000
2,2016-11-24,0.0000
2,2016-11-23,0.4000
2,2016-12-03,11.8000
2,2016-12-11,2.2000
2,2016-12-10,0.2000
2,2016-12-09,0.4000
2,2016-12-08,0.0000
2,2016-12-07,0.0000
2,2016-12-06,0.0000
2,2016-12-05,0.0000
2,2016-12-04,15.0000
2,2016-12-13,0.2000
2,2016-12-12,42.0000
2,2016-12-29,0.0000
2,2016-12-28,0.0000
2,2016-12-27,0.0000
2,2016-12-26,0.0000
2,2016-12-25,0.0000
2,2016-12-24,0.0000
2,2016-12-23,0.0000
2,2016-12-22,0.0000
2,2016-12-21,1.0000
2,2016-12-20,0.0000
2,2017-01-15,0.0000
2,2017-01-14,0.0000
2,2017-01-13,0.8000
2,2017-01-12,0.2000
2,2017-01-11,2.2000
2,2017-01-10,0.0000
2,2017-01-09,0.0000
2,2017-01-08,0.0000
2,2017-01-07,0.0000
2,2017-01-06,0.0000
2,2017-01-18,0.0000
2,2017-01-17,0.0000
2,2017-01-16,22.0000
2,2017-02-01,0.0000
2,2017-01-31,0.0000
2,2017-01-30,0.0000
2,2017-01-29,0.0000
2,2017-01-28,0.0000
2,2017-01-27,0.0000
2,2017-01-26,8.2000
2,2017-01-25,0.6000
2,2017-01-24,0.0000
2,2017-01-23,0.2000
2,2017-03-13,0.0000
2,2017-03-12,0.0000
2,2017-03-11,0.0000
2,2017-03-10,0.0000
2,2017-03-09,0.0000
2,2017-03-08,6.8000
2,2017-03-07,4.2000
2,2017-03-06,0.2000
2,2017-03-05,0.0000
2,2017-03-04,0.0000
2,2017-03-17,0.0000
2,2017-03-16,0.0000
2,2017-03-15,0.2000
2,2017-03-14,29.2000
2,2017-03-18,38.8000
2,2017-03-19,12.2000
2,2017-03-27,0.0000
2,2017-03-26,0.0000
2,2017-03-25,0.0000
2,2017-03-24,0.0000
2,2017-03-23,0.0000
2,2017-03-22,3.8000
2,2017-03-21,0.0000
2,2017-03-20,23.6000
2,2017-03-29,0.4000
2,2017-03-28,19.4000
2,2017-03-31,1.8000
2,2017-03-30,14.2000
2,2017-04-07,0.6000
2,2017-04-06,0.0000
2,2017-04-05,0.0000
2,2017-04-04,0.0000
2,2017-04-03,1.0000
2,2017-04-02,5.2000
2,2017-04-01,11.4000
2,2017-04-11,0.0000
2,2017-04-10,0.0000
2,2017-04-09,0.0000
2,2017-04-08,51.2000
2,2017-04-22,1.0000
2,2017-04-21,0.0000
2,2017-04-20,0.0000
2,2017-04-19,0.0000
2,2017-04-18,1.0000
2,2017-04-17,2.0000
2,2017-04-16,0.0000
2,2017-04-15,0.0000
2,2017-04-14,0.0000
2,2017-04-13,9.4000
2,2017-04-26,1.2000
2,2017-04-25,0.0000
2,2017-04-24,0.2000
2,2017-04-23,11.0000
2,2017-04-27,10.0000
2,2017-05-18,0.0000
2,2017-05-17,0.0000
2,2017-05-16,0.0000
2,2017-05-15,0.0000
2,2017-05-14,0.0000
2,2017-05-13,0.0000
2,2017-05-12,1.0000
2,2017-05-11,3.4000
2,2017-05-10,0.0000
2,2017-05-09,0.0000
2,2017-06-19,0.0000
2,2017-06-18,0.0000
2,2017-06-17,0.0000
2,2017-06-16,0.0000
2,2017-06-15,2.8000
2,2017-06-14,4.0000
2,2017-06-13,9.4000
2,2017-06-12,0.0000
2,2017-06-11,0.0000
2,2017-06-10,0.0000
2,2017-06-20,66.8000
2,2017-06-21,53.8000
2,2017-07-01,4.6000
2,2017-06-30,0.0000
2,2017-06-29,0.0000
2,2017-06-28,0.0000
2,2017-06-27,0.0000
2,2017-06-26,0.0000
2,2017-06-25,0.0000
2,2017-06-24,0.0000
2,2017-06-23,5.8000
2,2017-06-22,11.4000
2,2017-08-04,0.0000
2,2017-08-03,2.2000
2,2017-08-02,0.0000
2,2017-08-01,0.0000
2,2017-07-31,0.0000
2,2017-07-30,0.0000
2,2017-07-29,0.0000
2,2017-07-28,0.0000
2,2017-07-27,0.0000
2,2017-07-26,0.0000
2,2017-08-19,0.0000
2,2017-08-18,3.6000
2,2017-08-17,4.4000
2,2017-08-16,4.2000
2,2017-08-15,0.0000
2,2017-08-14,0.0000
2,2017-08-13,0.0000
2,2017-08-12,0.0000
2,2017-08-11,0.0000
2,2017-08-10,0.0000
2,2017-08-20,10.6000
2,2017-10-22,2.4000
2,2017-10-21,0.0000
2,2017-10-20,0.0000
2,2017-10-19,0.0000
2,2017-10-18,0.0000
2,2017-10-17,0.0000
2,2017-10-16,0.0000
2,2017-10-15,8.0000
2,2017-10-14,0.0000
2,2017-10-13,0.0000
2,2017-11-18,6.4000
2,2017-11-17,0.0000
2,2017-11-16,0.0000
2,2017-11-15,0.0000
2,2017-11-14,0.0000
2,2017-11-13,0.0000
2,2017-11-12,0.0000
2,2017-11-11,7.6000
2,2017-11-10,0.0000
2,2017-11-09,0.0000
2,2017-11-19,10.0000
2,2017-11-21,0.0000
2,2017-11-20,33.8000
2,2017-12-20,0.0000
2,2017-12-19,0.0000
2,2017-12-18,0.0000
2,2017-12-17,0.0000
2,2017-12-16,0.0000
2,2017-12-15,0.0000
2,2017-12-14,0.0000
2,2017-12-13,0.0000
2,2017-12-12,3.2000
2,2017-12-11,0.0000
2,2017-12-22,0.2000
2,2017-12-21,16.6000
2,2018-01-02,0.2000
2,2018-01-01,0.0000
2,2017-12-31,0.2000
2,2017-12-30,1.4000
2,2017-12-29,9.8000
2,2017-12-28,0.2000
2,2017-12-27,0.0000
2,2017-12-26,9.0000
2,2017-12-25,3.4000
2,2017-12-24,4.2000
2,2018-01-03,12.0000
2,2018-01-06,1.6000
2,2018-01-05,7.0000
2,2018-01-04,27.6000
2,2018-01-07,94.2000
2,2018-01-29,0.0000
2,2018-01-28,0.0000
2,2018-01-27,0.0000
2,2018-01-26,3.8000
2,2018-01-25,0.0000
2,2018-01-24,0.0000
2,2018-01-23,0.0000
2,2018-01-22,0.0000
2,2018-01-21,0.0000
2,2018-01-20,0.6000
2,2018-02-06,1.8000
2,2018-02-05,7.2000
2,2018-02-04,0.0000
2,2018-02-03,0.0000
2,2018-02-02,0.0000
2,2018-02-01,0.0000
2,2018-01-31,0.2000
2,2018-01-30,25.4000
2,2018-02-14,8.0000
2,2018-02-13,0.0000
2,2018-02-12,2.6000
2,2018-02-11,0.0000
2,2018-02-10,0.0000
2,2018-02-09,0.0000
2,2018-02-08,0.0000
2,2018-02-07,10.8000
2,2018-02-20,0.0000
2,2018-02-19,0.0000
2,2018-02-18,0.0000
2,2018-02-17,0.0000
2,2018-02-16,0.0000
2,2018-02-15,121.4000
2,2018-03-07,1.0000
2,2018-03-06,0.0000
2,2018-03-05,0.0000
2,2018-03-04,0.0000
2,2018-03-03,3.6000
2,2018-03-02,0.0000
2,2018-03-01,0.0000
2,2018-02-28,0.0000
2,2018-02-27,0.6000
2,2018-02-26,0.8000
2,2018-03-14,0.0000
2,2018-03-13,0.4000
2,2018-03-12,0.0000
2,2018-03-11,0.4000
2,2018-03-10,2.6000
2,2018-03-09,1.0000
2,2018-03-08,20.8000
2,2018-03-21,0.0000
2,2018-03-20,0.0000
2,2018-03-19,0.0000
2,2018-03-18,0.0000
2,2018-03-17,0.0000
2,2018-03-16,4.2000
2,2018-03-15,28.2000
2,2018-04-02,0.0000
2,2018-04-01,0.0000
2,2018-03-31,0.0000
2,2018-03-30,0.0000
2,2018-03-29,0.0000
2,2018-03-28,0.0000
2,2018-03-27,0.0000
2,2018-03-26,0.0000
2,2018-03-25,0.0000
2,2018-03-24,0.0000
2,2018-06-06,0.0000
2,2018-06-05,0.8000
2,2018-06-04,7.0000
2,2018-06-03,5.2000
2,2018-06-02,0.0000
2,2018-06-01,0.0000
2,2018-05-31,0.0000
2,2018-05-30,0.0000
2,2018-05-29,0.0000
2,2018-05-28,0.0000
2,2018-06-13,0.0000
2,2018-06-12,0.0000
2,2018-06-11,0.0000
2,2018-06-10,0.0000
2,2018-06-09,0.0000
2,2018-06-08,0.2000
2,2018-06-07,11.4000
2,2018-07-09,0.0000
2,2018-07-08,0.0000
2,2018-07-07,0.0000
2,2018-07-06,0.0000
2,2018-07-05,0.0000
2,2018-07-04,0.6000
2,2018-07-03,1.4000
2,2018-07-02,0.0000
2,2018-07-01,0.0000
2,2018-06-30,0.0000
2,2018-08-05,0.0000
2,2018-08-04,2.2000
2,2018-08-03,8.6000
2,2018-08-02,6.4000
2,2018-08-01,8.4000
2,2018-07-31,2.2000
2,2018-07-30,0.0000
2,2018-07-29,0.0000
2,2018-07-28,0.0000
2,2018-07-27,0.0000
2,2018-10-04,0.0000
2,2018-10-03,0.0000
2,2018-10-02,0.0000
2,2018-10-01,0.0000
2,2018-09-30,0.0000
2,2018-09-29,0.4000
2,2018-09-28,5.6000
2,2018-09-27,8.2000
2,2018-09-26,0.0000
2,2018-09-25,0.0000
2,2018-10-05,10.6000
2,2018-11-06,0.0000
2,2018-11-05,0.6000
2,2018-11-04,8.2000
2,2018-11-03,0.0000
2,2018-11-02,0.0000
2,2018-11-01,0.0000
2,2018-10-31,0.0000
2,2018-10-30,0.0000
2,2018-10-29,0.0000
2,2018-10-28,0.0000
2,2018-11-07,27.8000
2,2018-11-18,0.0000
2,2018-11-17,0.0000
2,2018-11-16,4.6000
2,2018-11-15,0.0000
2,2018-11-14,0.0000
2,2018-11-13,0.0000
2,2018-11-12,0.0000
2,2018-11-11,0.0000
2,2018-11-10,0.0000
2,2018-11-09,0.4000
2,2018-11-19,37.6000
2,2018-11-25,5.0000
2,2018-11-24,0.0000
2,2018-11-23,1.4000
2,2018-11-22,0.0000
2,2018-11-21,0.2000
2,2018-11-20,15.6000
2,2018-12-06,0.0000
2,2018-12-05,0.0000
2,2018-12-04,0.0000
2,2018-12-03,0.0000
2,2018-12-02,0.0000
2,2018-12-01,0.0000
2,2018-11-30,0.0000
2,2018-11-29,0.0000
2,2018-11-28,0.6000
2,2018-11-27,0.2000
2,2018-12-07,10.8000
2,2019-01-24,0.0000
2,2019-01-23,0.0000
2,2019-01-22,0.0000
2,2019-01-21,0.0000
2,2019-01-20,0.0000
2,2019-01-19,0.0000
2,2019-01-18,0.0000
2,2019-01-17,0.0000
2,2019-01-16,0.0000
2,2019-01-15,0.0000
2,2019-02-03,0.0000
2,2019-02-02,0.0000
2,2019-02-01,0.0000
2,2019-01-31,0.0000
2,2019-01-30,0.0000
2,2019-01-29,0.0000
2,2019-01-28,0.0000
2,2019-01-27,0.0000
2,2019-01-26,0.0000
2,2019-01-25,55.4000
2,2019-02-04,76.6000
2,2019-02-05,19.2000
2,2019-02-12,6.6000
2,2019-02-11,0.0000
2,2019-02-10,0.0000
2,2019-02-09,0.0000
2,2019-02-08,0.0000
2,2019-02-07,0.6000
2,2019-02-06,62.0000
2,2019-02-16,3.8000
2,2019-02-15,0.0000
2,2019-02-14,0.0000
2,2019-02-13,30.2000
2,2019-02-28,9.4000
2,2019-02-27,0.6000
2,2019-02-26,5.2000
2,2019-02-25,2.6000
2,2019-02-24,0.0000
2,2019-02-23,0.2000
2,2019-02-22,2.4000
2,2019-02-21,0.0000
2,2019-02-20,1.0000
2,2019-02-19,1.8000
2,2019-03-01,35.4000
2,2019-03-02,13.8000
2,2019-03-10,0.0000
2,2019-03-09,0.0000
2,2019-03-08,0.0000
2,2019-03-07,0.0000
2,2019-03-06,0.2000
2,2019-03-05,0.0000
2,2019-03-04,0.4000
2,2019-03-03,28.0000
2,2019-03-14,1.8000
2,2019-03-13,0.2000
2,2019-03-12,0.0000
2,2019-03-11,10.0000
2,2019-03-15,16.2000
2,2019-03-19,7.6000
2,2019-03-18,0.6000
2,2019-03-17,3.6000
2,2019-03-16,16.0000
2,2019-03-20,46.0000
2,2019-03-28,3.0000
2,2019-03-27,1.8000
2,2019-03-26,0.0000
2,2019-03-25,0.0000
2,2019-03-24,0.0000
2,2019-03-23,0.0000
2,2019-03-22,3.0000
2,2019-03-21,43.6000
2,2019-04-07,0.0000
2,2019-04-06,0.0000
2,2019-04-05,0.0000
2,2019-04-04,0.0000
2,2019-04-03,0.0000
2,2019-04-02,0.0000
2,2019-04-01,0.0000
2,2019-03-31,0.0000
2,2019-03-30,0.0000
2,2019-03-29,15.8000
2,2019-04-08,157.8000
2,2019-04-27,0.0000
2,2019-04-26,0.0000
2,2019-04-25,0.0000
2,2019-04-24,0.0000
2,2019-04-23,0.0000
2,2019-04-22,0.0000
2,2019-04-21,0.0000
2,2019-04-20,0.0000
2,2019-04-19,0.0000
2,2019-04-18,0.0000
2,2019-05-13,0.2000
2,2019-05-12,0.0000
2,2019-05-11,0.0000
2,2019-05-10,0.0000
2,2019-05-09,0.0000
2,2019-05-08,0.0000
2,2019-05-07,9.0000
2,2019-05-06,0.0000
2,2019-05-05,0.0000
2,2019-05-04,0.0000
2,2019-05-14,13.4000
2,2019-05-15,10.6000
2,2019-05-16,25.2000
2,2019-06-01,2.4000
2,2019-05-31,0.0000
2,2019-05-30,0.0000
2,2019-05-29,0.0000
2,2019-05-28,0.0000
2,2019-05-27,0.0000
2,2019-05-26,0.0000
2,2019-05-25,0.0000
2,2019-05-24,0.0000
2,2019-05-23,0.0000
2,2019-06-02,24.8000
2,2019-06-04,3.8000
2,2019-06-03,11.8000
2,2019-07-04,2.6000
2,2019-07-03,0.0000
2,2019-07-02,0.0000
2,2019-07-01,0.0000
2,2019-06-30,0.0000
2,2019-06-29,0.0000
2,2019-06-28,0.0000
2,2019-06-27,0.0000
2,2019-06-26,0.0000
2,2019-06-25,0.0000
2,2019-08-02,1.2000
2,2019-08-01,0.0000
2,2019-07-31,0.2000
2,2019-07-30,0.0000
2,2019-07-29,0.0000
2,2019-07-28,0.0000
2,2019-07-27,0.0000
2,2019-07-26,0.0000
2,2019-07-25,0.0000
2,2019-07-24,0.0000
2,2019-08-03,20.6000
2,2019-08-13,6.4000
2,2019-08-12,0.0000
2,2019-08-11,0.0000
2,2019-08-10,0.0000
2,2019-08-09,0.0000
2,2019-08-08,0.0000
2,2019-08-07,0.0000
2,2019-08-06,0.0000
2,2019-08-05,0.4000
2,2019-08-04,19.8000
2,2019-08-31,0.0000
2,2019-08-30,0.0000
2,2019-08-29,0.0000
2,2019-08-28,0.0000
2,2019-08-27,0.0000
2,2019-08-26,0.0000
2,2019-08-25,2.2000
2,2019-08-24,0.0000
2,2019-08-23,2.6000
2,2019-08-22,0.2000
2,2019-09-21,0.0000
2,2019-09-20,0.0000
2,2019-09-19,0.0000
2,2019-09-18,0.0000
2,2019-09-17,0.0000
2,2019-09-16,0.0000
2,2019-09-15,0.0000
2,2019-09-14,2.4000
2,2019-09-13,0.0000
2,2019-09-12,0.0000
2,2019-09-25,3.0000
2,2019-09-24,0.0000
2,2019-09-23,2.6000
2,2019-09-22,13.2000
2,2019-10-07,0.0000
2,2019-10-06,0.0000
2,2019-10-05,0.0000
2,2019-10-04,0.0000
2,2019-10-03,0.0000
2,2019-10-02,0.0000
2,2019-10-01,0.0000
2,2019-09-30,0.0000
2,2019-09-29,0.0000
2,2019-09-28,5.6000
2,2019-10-08,16.0000
2,2019-11-10,0.0000
2,2019-11-09,0.2000
2,2019-11-08,1.4000
2,2019-11-07,0.0000
2,2019-11-06,0.8000
2,2019-11-05,0.0000
2,2019-11-04,0.0000
2,2019-11-03,0.0000
2,2019-11-02,0.0000
2,2019-11-01,0.4000
2,2019-11-22,0.0000
2,2019-11-21,0.0000
2,2019-11-20,0.2000
2,2019-11-19,2.0000
2,2019-11-18,2.0000
2,2019-11-17,0.0000
2,2019-11-16,0.0000
2,2019-11-15,2.6000
2,2019-11-14,9.8000
2,2019-11-13,0.0000
2,2019-11-27,0.0000
2,2019-11-26,0.0000
2,2019-11-25,0.0000
2,2019-11-24,8.0000
2,2019-11-23,12.2000
2,2019-12-04,0.0000
2,2019-12-03,0.0000
2,2019-12-02,0.4000
2,2019-12-01,0.0000
2,2019-11-30,0.0000
2,2019-11-29,1.2000
2,2019-11-28,21.4000
2,2019-12-21,0.0000
2,2019-12-20,0.0000
2,2019-12-19,0.0000
2,2019-12-18,6.0000
2,2019-12-17,0.0000
2,2019-12-16,0.0000
2,2019-12-15,0.0000
2,2019-12-14,0.0000
2,2019-12-13,0.0000
2,2019-12-12,5.0000
2,2019-12-22,17.0000
2,2020-01-02,1.0000
2,2020-01-01,0.0000
2,2019-12-31,0.0000
2,2019-12-30,0.0000
2,2019-12-29,0.0000
2,2019-12-28,0.0000
2,2019-12-27,0.0000
2,2019-12-26,0.0000
2,2019-12-25,0.0000
2,2019-12-24,0.4000
2,2020-01-05,2.2000
2,2020-01-04,4.4000
2,2020-01-03,28.6000
2,2020-01-12,0.0000
2,2020-01-11,0.0000
2,2020-01-10,0.0000
2,2020-01-09,0.0000
2,2020-01-08,0.4000
2,2020-01-07,0.0000
2,2020-01-06,10.6000
2,2020-01-16,0.0000
2,2020-01-15,0.0000
2,2020-01-14,0.0000
2,2020-01-13,18.4000
2,2020-02-01,2.4000
2,2020-01-31,0.0000
2,2020-01-30,2.2000
2,2020-01-29,0.0000
2,2020-01-28,0.0000
2,2020-01-27,0.0000
2,2020-01-26,0.0000
2,2020-01-25,2.8000
2,2020-01-24,6.0000
2,2020-01-23,2.6000
2,2020-02-02,62.4000
2,2020-02-09,0.0000
2,2020-02-08,0.0000
2,2020-02-07,0.0000
2,2020-02-06,0.0000
2,2020-02-05,6.0000
2,2020-02-04,1.4000
2,2020-02-03,28.8000
2,2020-02-10,70.0000
2,2020-02-11,27.4000
2,2020-02-20,0.0000
2,2020-02-19,0.0000
2,2020-02-18,0.0000
2,2020-02-17,0.0000
2,2020-02-16,0.0000
2,2020-02-15,0.0000
2,2020-02-14,0.0000
2,2020-02-13,1.2000
2,2020-02-12,11.6000
2,2020-02-26,0.6000
2,2020-02-25,0.0000
2,2020-02-24,0.0000
2,2020-02-23,0.4000
2,2020-02-22,7.8000
2,2020-02-21,22.4000
2,2020-02-28,4.0000
2,2020-02-27,12.4000
2,2020-02-29,44.2000
2,2020-03-01,94.8000
2,2020-03-19,0.0000
2,2020-03-18,0.0000
2,2020-03-17,2.0000
2,2020-03-16,0.0000
2,2020-03-15,0.0000
2,2020-03-14,0.0000
2,2020-03-13,0.0000
2,2020-03-12,0.0000
2,2020-03-11,0.0000
2,2020-03-10,0.0000
2,2020-03-20,41.2000
2,2020-04-07,0.2000
2,2020-04-06,0.0000
2,2020-04-05,0.0000
2,2020-04-04,0.0000
2,2020-04-03,0.0000
2,2020-04-02,0.0000
2,2020-04-01,0.0000
2,2020-03-31,0.0000
2,2020-03-30,2.6000
2,2020-03-29,1.0000
2,2020-05-01,0.0000
2,2020-04-30,0.0000
2,2020-04-29,0.0000
2,2020-04-28,0.0000
2,2020-04-27,0.0000
2,2020-04-26,0.0000
2,2020-04-25,0.0000
2,2020-04-24,0.0000
2,2020-04-23,0.0000
2,2020-04-22,0.0000
2,2020-05-06,0.0000
2,2020-05-05,0.0000
2,2020-05-04,2.0000
2,2020-05-03,0.6000
2,2020-05-02,34.6000
2,2020-05-13,0.0000
2,2020-05-12,0.0000
2,2020-05-11,0.0000
2,2020-05-10,0.0000
2,2020-05-09,0.0000
2,2020-05-08,6.4000
2,2020-05-07,37.0000
2,2020-05-14,13.8000
2,2020-08-20,3.6000
2,2020-08-19,0.0000
2,2020-08-18,0.0000
2,2020-08-17,0.0000
2,2020-08-16,0.2000
2,2020-08-15,0.0000
2,2020-08-14,0.0000
2,2020-08-13,0.0000
2,2020-08-12,0.0000
2,2020-08-11,0.0000
2,2020-08-21,28.8000
2,2020-09-19,0.0000
2,2020-09-18,0.0000
2,2020-09-17,0.0000
2,2020-09-16,0.0000
2,2020-09-15,0.0000
2,2020-09-14,0.0000
2,2020-09-13,0.0000
2,2020-09-12,0.0000
2,2020-09-11,0.0000
2,2020-09-10,0.0000
2,2020-09-20,10.8000
2,2020-09-21,15.8000
2,2020-11-17,5.0000
2,2020-11-16,0.0000
2,2020-11-15,0.0000
2,2020-11-14,0.0000
2,2020-11-13,0.2000
2,2020-11-12,1.6000
2,2020-11-11,0.4000
2,2020-11-10,1.4000
2,2020-11-09,0.0000
2,2020-11-08,0.0000
2,2020-11-18,25.2000
2,2020-11-19,10.6000
2,2020-11-30,0.0000
2,2020-11-29,0.0000
2,2020-11-28,0.0000
2,2020-11-27,0.0000
2,2020-11-26,0.0000
2,2020-11-25,0.0000
2,2020-11-24,0.0000
2,2020-11-23,0.8000
2,2020-11-22,1.2000
2,2020-11-21,0.0000
2,2020-12-06,9.0000
2,2020-12-05,0.0000
2,2020-12-04,0.0000
2,2020-12-03,0.0000
2,2020-12-02,0.0000
2,2020-12-01,21.6000
